"docket","court","nos","jur_fq","jur_div","jur_supp","remove","counterclaim","cfaa","patent","copyright","lanham","antitrust","rico","otherfed","statets","contract","fiduciary","goodfaith","unfaircomp","conversion","interfere","unjenrich","fraud","statecomp","conspiracy","otherstate","technical","customer","businfo","software","formula","negativets","employee","buspartner","otherdef","foreigndef","country","acquire","disclose","use","hacking","nda","noncompete","tro","pi","exparte"
"2:16-CV-13767","MIED",190,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:16-CV-13832","MIED",196,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,"",1,0,1,0,0,1,1,1,1
"2:16-CV-13932","MIED",840,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,0,1,0,1,0,1,1,1
"2:16-CV-16854","LAED",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,3,3,1
"2:16-CV-17528","LAED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-00005","UTD",830,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-00009","FLMD",840,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,2,2,1
"2:17-CV-00075","NJD",890,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"",1,1,1,0,0,1,1,3,1
"2:17-CV-00080","UTD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,"",1,1,0,0,1,0,2,2,1
"2:17-CV-00105","WAED",890,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"Germany",1,1,0,1,0,0,1,1,1
"2:17-CV-00127","UTD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,0,1,5,5,1
"2:17-CV-00147","WAED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,1,0,1,1,5,1
"2:17-CV-00171","UTD",890,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,0,1,0,1,1,1,1,1
"2:17-CV-00177","NJD",890,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,"",1,0,1,0,0,0,1,1,1
"2:17-CV-00179","NVD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-00185","WAWD",896,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"",0,1,0,0,1,0,1,1,1
"2:17-CV-00230","UTD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,"",1,1,1,0,1,1,1,2,1
"2:17-CV-00246","UTD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",1,0,1,0,1,0,1,1,1
"2:17-CV-00247","UTD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,1,0,0,0,1,1,1
"2:17-CV-00255","OHSD",890,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,3,1
"2:17-CV-00305","PAWD",890,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"2:17-CV-00308","PAED",190,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,3,3,1
"2:17-CV-00317","PAED",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,5,5,1
"2:17-CV-00318","CAED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,2,3,1
"2:17-CV-00340","WIED",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,1,0,1,1,1
"2:17-CV-00430","WAWD",890,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,"",0,1,0,0,0,0,5,1,1
"2:17-CV-00491","LAED",830,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-00513","NVD",890,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,"",1,1,1,0,0,0,1,1,1
"2:17-CV-00521","PAWD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,1,0,5,5,1
"2:17-CV-00526","PAWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,5,1
"2:17-CV-00594","CAED",890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,3,1,1
"2:17-CV-00612","PAWD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,999,"See Notes",1,1,1,1,0,0,3,5,1
"2:17-CV-00645","CACD",820,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,"",1,0,1,0,1,1,3,3,1
"2:17-CV-00664","AZD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"2:17-CV-00807","PAED",890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"",0,1,1,0,1,0,1,1,1
"2:17-CV-00844","CAED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,3,1
"2:17-CV-00864","PAED",890,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,2,1
"2:17-CV-00957","NYED",840,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,"",0,1,1,0,1,1,2,2,1
"2:17-CV-01015","NVD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"2:17-CV-01194","NYED",840,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,0,0,1,1,1
"2:17-CV-01468","PAED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,1,0,2,2,1
"2:17-CV-01820","CACD",840,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"",0,1,1,0,1,0,2,2,1
"2:17-CV-01913","PAED",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"2:17-CV-01928","CACD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,1,0,2,3,1
"2:17-CV-02026","KSD",190,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,1,0,0,1,1,2,2,1
"2:17-CV-02287","NYED",890,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,4,4,1
"2:17-CV-02504","CACD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"2:17-CV-02774","LAED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,"",0,1,1,0,1,1,1,2,1
"2:17-CV-02856","CACD",890,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"",1,0,0,1,0,0,1,1,1
"2:17-CV-02980","NJD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"",0,1,1,0,1,1,1,5,1
"3:15-CV-00703","WIWD",820,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,"",0,0,1,0,1,0,1,1,1
"3:15-CV-02177","CAND",830,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",0,0,0,0,0,0,1,1,1
"3:16-CV-00253","CAND",820,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"3:16-CV-00296","CASD",840,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,"",1,0,0,0,0,0,1,1,1
"3:16-CV-00311","TNED",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,5,3,1
"3:16-CV-00354","OHSD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,1,3,1,1
"3:16-CV-00371","OHSD",190,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,0,1,0,1,1,3,5,1
"3:16-CV-00424","FLND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",0,1,1,0,0,0,1,1,1
"3:16-CV-00546","VAED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"3:16-CV-00623","ILSD",190,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,"",0,1,1,0,1,0,1,5,1
"3:16-CV-00653","WIWD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,"",1,1,1,1,1,1,5,3,1
"3:16-CV-00731","WIWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,2,1
"3:16-CV-00816","INSD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,5,1
"3:16-CV-00853","VAED",890,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"3:16-CV-00993","ILSD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,1,1,1
"3:16-CV-01102","CTD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,5,5,1
"3:16-CV-01167","FLMD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,3,1
"3:16-CV-01221","CTD",190,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,"",1,1,1,0,1,0,1,5,1
"3:16-CV-01432","ORD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,0,1,0,1,1,3,3,1
"3:16-CV-01485","CTD",190,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"3:16-CV-01547","CASD",370,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",1,1,1,0,1,0,3,3,1
"3:16-CV-01549","CASD",840,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"",0,0,1,0,1,0,1,5,1
"3:16-CV-01615","CTD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"",1,1,1,0,1,0,2,2,1
"3:16-CV-01948","TXND",190,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"",1,1,1,0,1,0,1,3,1
"3:16-CV-01989","CTD",840,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"3:16-CV-02059","ORD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"",1,0,1,1,1,0,1,5,1
"3:16-CV-02090","ORD",820,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,0,0,0,0,1,1,1
"3:16-CV-02115","CASD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",0,1,0,0,0,0,1,2,1
"3:16-CV-02208","CASD",830,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"Singapore",1,1,1,0,1,0,1,1,1
"3:16-CV-02215","CASD",890,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"",1,0,0,0,1,0,1,1,1
"3:16-CV-02348","ORD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"3:16-CV-02354","NJD",190,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,2,1
"3:16-CV-02372","ORD",190,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,3,1
"3:16-CV-02410","TXND",840,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,"",0,1,1,0,0,1,1,1,1
"3:16-CV-02706","TXND",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,"Taiwan",1,1,1,0,1,0,1,1,1
"3:16-CV-03085","CASD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,0,1,3,3,1
"3:16-CV-03103","CAND",830,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"",NA,NA,NA,0,1,1,1,1,1
"3:16-CV-03166","CAND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,3,1
"3:16-CV-03172","TNMD",890,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,5,3,1
"3:16-CV-03260","CAND",830,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,"",0,1,1,0,1,0,1,1,1
"3:16-CV-03469","CAND",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"3:16-CV-03698","SCD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"3:16-CV-03737","CAND",830,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,"Singapore",0,1,1,0,1,0,1,1,1
"3:16-CV-04349","CAND",890,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,3,5
"3:16-CV-05251","CAND",830,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"3:16-CV-05381","NJD",820,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,1,1,1,1
"3:16-CV-05481","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"",1,0,1,0,NA,NA,1,1,1
"3:16-CV-06504","CAND",890,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,1,1,0,0,0,1,1,1
"3:16-CV-06525","NJD",190,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,"",0,0,1,1,1,1,3,5,1
"3:16-CV-06765","CAND",820,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,"India",1,1,1,0,1,1,1,1,1
"3:16-CV-07223","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,0,0,1,1,1
"3:16-CV-07268","CAND",196,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"",0,1,1,0,0,0,1,1,1
"3:16-CV-07323","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,3,1
"3:17-CV-00004","NDD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,"",1,0,1,0,1,0,2,2,1
"3:17-CV-00006","GASD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,0,0,5,3,1
"3:17-CV-00026","OHSD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"",0,1,0,0,1,1,5,5,1
"3:17-CV-00027","CTD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,"",1,1,1,0,1,1,5,5,1
"3:17-CV-00044","OHSD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,3,1
"3:17-CV-00068","ORD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"3:17-CV-00073","NCWD",840,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,"France",0,1,1,0,0,0,1,1,1
"3:17-CV-00086","NCWD",820,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"",1,1,1,0,0,0,1,1,1
"3:17-CV-00102","TNED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,5,3,1
"3:17-CV-00114","ORD",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,"",1,0,1,0,0,0,1,1,1
"3:17-CV-00114","ORD",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,"",1,0,1,0,0,0,3,5,1
"3:17-CV-00114","CTD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"3:17-CV-00114","CTD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,3,5,1
"3:17-CV-00144","NVD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,1,1,0,3,3,1
"3:17-CV-00170","NVD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,0,0,3,3,1
"3:17-CV-00265","ORD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"3:17-CV-00266","KYWD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"3:17-CV-00294","WIWD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,1,0,0,1,3,1
"3:17-CV-00309","CAND",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"",1,0,1,0,1,1,1,1,1
"3:17-CV-00345","OHND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",1,0,1,0,0,0,3,3,1
