"docket","court","nos","jur_fq","jur_div","jur_supp","remove","counterclaim","cfaa","patent","copyright","lanham","antitrust","rico","otherfed","statets","contract","fiduciary","goodfaith","unfaircomp","conversion","interfere","unjenrich","fraud","statecomp","conspiracy","otherstate","technical","customer","businfo","software","formula","negativets","employee","buspartner","otherdef","foreigndef","country","acquire","disclose","use","hacking","nda","noncompete","tro","pi","exparte"
"3:17-CV-00481","TXND",890,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,1,1,5,1
"3:17-CV-00516","ORD",890,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,"",1,1,1,0,1,0,3,4,1
"3:17-CV-00541","ORD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,3,1
"3:17-CV-00656","CTD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,"",0,1,1,0,1,1,2,5,1
"3:17-CV-00718","CASD",890,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,"",1,1,1,1,1,0,4,4,1
"3:17-CV-00738","TXND",190,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,0,1,0,0,0,2,2,1
"3:17-CV-00750","CAND",370,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"",0,0,1,0,1,0,1,1,1
"3:17-CV-00879","CASD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"",0,1,1,0,1,0,2,1,1
"3:17-CV-00898","CAND",820,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"China",0,1,1,0,0,0,1,1,1
"3:17-CV-00939","CAND",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",1,1,1,0,0,0,1,3,1
"3:17-CV-00970","CASD",840,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"",1,1,1,0,1,0,1,1,1
"3:17-CV-01459","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"3:17-CV-02128","ILND",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"3:17-CV-05029","MOWD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"Canada",1,1,1,0,0,1,1,1,1
"3:17-CV-05156","WAWD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"3:17-CV-05202","WAWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,0,0,5,3,1
"3:17-CV-30025","MAD",890,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,0,0,1,2,1
"4:16-CV-00355","FLND",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,"",1,1,1,1,1,1,2,2,1
"4:16-CV-00737","TXED",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,"",1,1,0,0,1,0,1,3,1
"4:16-CV-00750","MOED",840,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"",1,1,1,0,1,0,1,5,1
"4:16-CV-00876","MOED",890,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,"Taiwan",1,1,1,0,0,0,3,3,1
"4:16-CV-01181","MOED",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"",1,1,0,0,1,1,3,5,1
"4:16-CV-01538","MOED",890,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"",1,1,1,1,0,0,1,1,1
"4:16-CV-01631","MOED",890,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,0,0,2,2,1
"4:16-CV-01770","TXSD",150,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,3,3,1
"4:16-CV-01981","PAMD",830,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"4:16-CV-03137","NED",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,5,1
"4:16-CV-03194","NED",790,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,5,1,1
"4:16-CV-05073","CAND",820,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"Canada",0,1,1,0,0,0,1,1,1
"4:16-CV-05425","CAND",890,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"",1,0,1,0,0,1,1,1,1
"4:16-CV-06855","CAND",190,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,"",1,1,1,0,1,1,3,3,1
"4:16-CV-40154","MAD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,0,0,0,1,0,1,3,1
"4:17-CV-00025","VAED",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,"",1,1,1,1,0,0,1,1,1
"4:17-CV-00062","TXED",890,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"",0,0,1,0,1,0,1,3,1
"4:17-CV-00087","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,0,0,3,4,1
"4:17-CV-00110","IASD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,"",1,1,1,0,0,0,1,5,1
"4:17-CV-00124","AZD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"4:17-CV-00131","FLND",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",0,0,1,0,1,1,1,2,1
"4:17-CV-00132","ARED",470,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,"",0,0,1,0,0,0,1,5,1
"4:17-CV-00142","IASD",150,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,3,1
"4:17-CV-00156","IASD",890,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,5,1
"4:17-CV-00303","TXED",190,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,"France",1,1,1,0,1,1,1,1,1
"4:17-CV-00459","TXSD",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,3,3,1
"4:17-CV-00522","TXSD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,3,3,1
"4:17-CV-00670","OHND",380,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,0,1,0,0,0,1,1,1
"4:17-CV-00958","TXSD",190,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,"",0,1,1,0,1,1,5,1,1
"4:17-CV-01153","TXSD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"",0,1,1,0,1,0,1,1,1
"4:17-CV-01351","MOED",890,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"4:17-CV-01423","MOED",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,3,5,1
"4:17-CV-02131","CAND",890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"China",1,1,1,0,0,0,1,1,1
"4:17-CV-04029","SDD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,1,1
"4:17-CV-05040","WAED",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,2,1,1
"5:14-CV-03586","CAND",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"Taiwan",1,1,1,0,1,0,1,1,1
"5:16-CV-00141","KYWD",450,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,1,0,0,1,1,1
"5:16-CV-00239","FLND",830,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"China",1,1,1,0,1,1,1,1,1
"5:16-CV-00755","NCED",190,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"5:16-CV-01366","OHND",190,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,5,3,1
"5:16-CV-01458","OKWD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",0,1,1,0,0,0,1,1,1
"5:16-CV-01814","CACD",470,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,"",0,0,0,1,1,0,1,3,1
"5:16-CV-02499","PAED",470,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,1,1,1,3,1,1
"5:16-CV-02805","CAND",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,"",1,0,0,0,0,0,2,2,1
"5:16-CV-02852","CAND",190,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",1,0,1,0,0,1,1,1,1
"5:16-CV-03982","CAND",890,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,1,0,0,1,1,1
"5:16-CV-05416","CAND",890,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,1,1,0,1,5,1
"5:16-CV-05509","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"5:17-CV-00017","CAND",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Russia",0,1,0,0,0,0,3,2,2
"5:17-CV-00086","NCED",820,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"",1,1,1,1,1,0,1,1,1
"5:17-CV-00250","CAND",890,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"",0,0,1,0,0,0,5,5,1
"5:17-CV-00262","OKWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",0,0,1,0,0,0,5,5,1
"5:17-CV-00517","OKWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"",0,0,1,0,0,0,1,1,1
"5:17-CV-01704","CAND",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,999,"See Notes",0,1,1,1,0,0,3,2,1
"5:17-CV-01854","PAED",890,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,1,1,1
"5:17-CV-01953","CAND",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"China",1,1,1,1,1,0,2,3,1
"5:17-CV-02059","CAND",890,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"5:17-CV-02540","CAND",840,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,999,"See Notes",1,1,0,0,0,0,1,1,1
"6:16-CV-00063","LAWD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"",0,0,1,0,0,0,1,1,1
"6:16-CV-00447","TXWD",830,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",1,0,1,0,0,0,1,1,1
"6:16-CV-00474","TXWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"",1,0,1,0,0,0,1,1,1
"6:16-CV-01701","LAWD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"",1,1,1,0,0,0,3,2,2
"6:16-CV-03687","SCD",890,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,"",1,1,1,0,1,1,3,3,1
"6:16-CV-04794","CAND",380,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"",0,1,1,0,0,0,1,1,1
"6:16-CV-06402","NYWD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,"",0,1,1,1,1,0,3,5,1
"6:16-CV-06694","NYWD",820,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"",1,1,1,0,0,0,1,1,1
"6:17-CV-00072","FLMD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,1,1,1,5,1,1
"6:17-CV-00260","TXED",470,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,4,1,1
"6:17-CV-00624","SCD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,3,1,3
"6:17-CV-01083","KSD",890,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,3,3,1
"6:17-CV-06251","NYWD",890,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,0,0,3,3,1
"7:16-CV-07989","NYSD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,"Canada",1,1,1,0,1,1,1,1,1
"7:16-CV-08912","NYSD",890,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"7:17-CV-02915","NYSD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,1,5,1
"8:15-CV-01964","SCD",190,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Singapore; Sweden",1,1,1,0,1,0,1,2,1
"8:16-CV-00422","NED",790,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"8:16-CV-00472","NED",410,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,1,1,1,1
"8:16-CV-01261","CACD",890,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"",0,1,1,0,1,0,3,3,1
"8:16-CV-01428","FLMD",190,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",0,0,1,0,1,0,1,2,1
"8:16-CV-01503","FLMD",190,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"",1,0,0,0,1,0,1,2,1
"8:16-CV-01533","CACD",840,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"",NA,NA,NA,0,0,0,1,2,1
"8:16-CV-01971","CACD",820,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,"Jordan",1,1,1,1,0,0,2,2,1
"8:16-CV-02075","CACD",190,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,"China",1,1,1,0,1,0,1,1,1
"8:16-CV-02110","CACD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"8:17-CV-00018","CACD",840,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,2,3,1
"8:17-CV-00038","NED",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"",0,0,1,0,1,1,1,1,1
"8:17-CV-00096","CACD",190,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,"",1,1,0,0,1,1,2,1,1
"8:17-CV-00112","NED",190,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"8:17-CV-00117","SCD",830,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"",1,1,1,0,1,0,1,1,1
"8:17-CV-00154","NED",790,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,4,4,1
"8:17-CV-00158","CACD",360,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,1,1,1
"8:17-CV-00173","CACD",190,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,"",1,1,1,0,0,1,1,3,1
"8:17-CV-00190","FLMD",790,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,"",1,1,1,0,1,1,1,1,1
"8:17-CV-00356","FLMD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",1,1,1,0,1,1,1,1,1
"8:17-CV-00444","CACD",890,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"8:17-CV-00561","CACD",890,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,0,0,0,0,1,1,1
"8:17-CV-00590","CACD",840,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,"",1,1,1,0,1,0,1,1,1
"8:17-CV-00635","MDD",890,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"",0,1,1,0,1,0,5,3,1
"9:16-CV-80808","FLSD",820,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,"",1,0,0,0,0,0,1,1,1
"9:16-CV-80905","FLSD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"",0,1,1,0,1,0,1,1,1
"9:16-CV-81308","FLSD",840,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,"",1,0,1,0,1,0,2,3,1
"9:16-CV-81408","FLSD",890,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"",1,1,1,1,1,1,3,3,1
"9:16-CV-81942","FLSD",820,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"",1,1,1,0,0,0,2,2,2
"9:17-CV-00035","MTD",890,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"",0,0,1,0,1,0,1,1,1
"9:17-CV-00055","MTD",890,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"",0,1,1,0,1,0,3,2,1
"9:17-CV-80499","FLSD",820,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"",1,0,1,0,0,0,1,1,1
